,edibility,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,veilColor,ringNumber,ringType,sporePrintColor,population,habitat
6595,p,f,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
6596,p,f,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6597,p,f,s,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6598,e,x,s,g,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,n,g
6599,p,k,y,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6600,p,x,y,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6601,p,x,s,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6602,p,x,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
6603,p,f,y,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6604,p,k,y,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
6605,p,x,s,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6606,p,x,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6607,p,k,y,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
6608,p,x,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6609,p,k,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6610,p,x,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
6611,p,x,y,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6612,p,f,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6613,p,f,s,n,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
6614,p,f,s,n,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6615,p,f,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6616,p,x,y,e,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
6617,p,x,s,e,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6618,p,f,s,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6619,p,f,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
6620,p,x,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6621,p,x,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
6622,p,x,s,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6623,p,f,s,e,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6624,p,x,y,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
6625,p,x,s,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6626,p,x,s,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
6627,p,x,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
6628,p,x,s,n,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
6629,p,x,s,n,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6630,p,f,s,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6631,p,f,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6632,p,x,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6633,p,x,s,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
6634,p,f,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
6635,p,x,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6636,p,f,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6637,p,k,y,n,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6638,p,x,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6639,p,f,y,n,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6640,p,k,y,n,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6641,p,f,s,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6642,p,f,s,n,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6643,p,x,s,e,f,y,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
6644,p,x,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
6645,p,f,y,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6646,p,f,y,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
6647,p,x,s,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6648,p,f,y,n,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6649,p,x,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6650,p,f,y,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6651,p,f,y,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6652,p,x,y,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6653,p,f,s,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
6654,p,k,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6655,p,x,y,e,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6656,p,x,s,n,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6657,p,f,s,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6658,p,f,s,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6659,e,b,f,g,f,n,f,w,b,p,e,s,k,w,w,w,t,p,w,s,g
6660,p,x,s,n,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6661,p,k,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6662,e,b,s,n,f,n,a,c,b,o,e,s,s,o,o,n,o,p,y,v,l
6663,p,f,s,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6664,p,f,y,n,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6665,p,x,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
6666,p,x,s,e,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
6667,p,k,y,c,f,m,a,c,b,w,e,k,y,c,c,w,n,n,w,c,d
6668,p,x,s,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6669,p,f,s,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
6670,p,x,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
6671,p,x,y,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6672,p,x,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6673,p,f,s,e,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
6674,p,f,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6675,p,f,s,n,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
6676,p,f,y,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6677,p,x,s,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6678,p,f,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
6679,p,f,y,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6680,p,x,y,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6681,p,f,y,e,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6682,p,f,s,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6683,p,f,s,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6684,p,x,s,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
6685,p,x,s,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
6686,p,k,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6687,p,x,y,e,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6688,p,x,s,e,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6689,p,x,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6690,p,x,s,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6691,p,f,s,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6692,p,f,y,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
6693,p,x,s,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
6694,p,k,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
6695,p,f,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
6696,p,f,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
6697,p,f,y,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
6698,p,f,y,e,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6699,p,f,y,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6700,p,x,s,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
6701,p,f,y,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6702,p,f,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6703,p,f,s,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
6704,p,x,s,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6705,p,f,y,e,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
6706,p,k,y,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6707,p,f,s,n,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6708,p,f,y,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
6709,p,f,s,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
6710,p,x,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6711,p,f,s,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
6712,p,x,s,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6713,p,f,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6714,p,x,s,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
6715,p,f,s,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6716,p,f,s,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6717,p,x,s,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,p
6718,p,x,s,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6719,p,f,s,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6720,p,x,s,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6721,p,x,s,n,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6722,p,f,s,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
6723,p,x,y,e,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,l
6724,p,x,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
6725,p,x,y,e,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
6726,p,f,s,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6727,p,x,s,e,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
6728,p,f,y,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
6729,p,x,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6730,p,x,s,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
6731,p,f,s,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6732,p,x,s,e,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
6733,p,f,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
6734,p,x,y,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
6735,p,f,y,e,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
6736,p,x,y,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6737,p,k,y,n,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6738,p,f,y,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6739,p,x,y,e,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
6740,p,f,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6741,p,x,s,e,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6742,p,f,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
6743,e,x,f,g,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g
6744,p,x,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
6745,p,f,s,n,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6746,p,f,s,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6747,p,x,s,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6748,p,x,s,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6749,p,x,s,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6750,p,f,y,e,f,y,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6751,e,b,f,g,f,n,f,w,b,w,e,s,s,w,w,w,t,p,w,s,g
6752,p,f,y,n,f,s,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
6753,p,f,y,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
6754,p,f,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6755,p,f,s,n,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6756,p,f,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,d
6757,p,x,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6758,p,f,y,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6759,p,x,s,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
6760,p,f,y,e,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6761,e,k,f,g,f,n,f,w,b,p,e,k,s,w,w,w,t,p,w,s,g
6762,e,b,s,n,f,n,a,c,b,y,e,s,s,o,o,n,o,p,o,c,l
6763,p,f,s,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6764,p,x,s,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6765,p,f,y,n,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,l
6766,p,f,s,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6767,p,f,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
6768,p,f,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6769,p,f,y,e,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6770,p,f,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6771,p,f,s,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
6772,p,x,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6773,e,x,f,w,f,n,f,w,b,g,e,s,k,w,w,w,t,p,w,n,g
6774,p,f,s,n,f,f,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6775,p,x,s,e,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6776,p,x,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,d
6777,p,x,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6778,p,x,s,n,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6779,p,k,y,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6780,p,f,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
6781,p,x,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
6782,p,f,s,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6783,p,f,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6784,p,x,s,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6785,p,x,s,n,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6786,p,x,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6787,p,f,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
6788,p,f,s,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
6789,p,f,y,n,f,f,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6790,p,x,s,e,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6791,p,f,s,e,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
6792,p,f,y,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,d
6793,p,f,y,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6794,p,x,y,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6795,p,f,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6796,p,f,s,n,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6797,p,f,s,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6798,p,k,y,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6799,p,f,s,e,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6800,p,x,s,e,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6801,p,x,y,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
6802,p,f,y,e,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6803,p,x,y,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,d
6804,p,f,y,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
6805,p,f,y,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
6806,p,f,y,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6807,p,x,y,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6808,p,x,s,e,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6809,p,f,s,e,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6810,p,f,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6811,p,x,s,e,f,f,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6812,p,f,s,e,f,y,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
6813,p,f,s,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6814,p,f,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6815,p,f,y,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
6816,p,f,y,n,f,s,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6817,p,k,s,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,l
6818,p,f,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6819,p,f,y,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6820,p,f,s,e,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6821,p,f,y,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
6822,p,x,s,n,f,y,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6823,p,k,y,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,p
6824,p,x,y,e,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
6825,p,x,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,l
6826,e,x,s,g,f,n,f,w,b,w,e,k,s,w,w,w,t,p,w,n,g
6827,p,k,y,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6828,p,x,s,n,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6829,p,f,s,n,f,s,f,c,n,b,t,s,k,w,p,w,o,e,w,v,p
6830,p,f,s,n,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
6831,p,x,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
6832,p,f,s,e,f,f,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6833,p,f,y,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6834,p,f,y,e,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
6835,p,f,s,n,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,l
6836,p,f,s,e,f,f,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6837,p,x,s,n,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,p
6838,p,f,s,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
6839,p,x,s,e,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6840,p,f,s,e,f,y,f,c,n,b,t,s,s,w,p,w,o,e,w,v,d
6841,p,f,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6842,p,k,y,e,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6843,p,f,s,n,f,s,f,c,n,b,t,s,s,w,w,w,o,e,w,v,p
6844,p,k,y,e,f,s,f,c,n,b,t,k,s,w,w,w,o,e,w,v,d
6845,p,f,s,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6846,p,f,y,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6847,p,f,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6848,e,b,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,o,c,l
6849,p,x,s,n,f,f,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6850,p,f,y,e,f,s,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6851,p,f,y,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
6852,p,f,s,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6853,p,f,y,n,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
6854,p,k,y,n,f,m,f,c,b,w,e,k,y,c,c,w,n,n,w,c,d
6855,p,x,s,e,f,f,f,c,n,b,t,k,k,w,w,w,o,e,w,v,p
6856,p,f,s,e,f,s,f,c,n,b,t,k,k,w,w,w,o,e,w,v,l
6857,p,k,y,n,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
6858,p,f,s,e,f,f,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
6859,e,k,s,w,f,n,f,w,b,g,e,k,k,w,w,w,t,p,w,s,g
6860,p,f,y,n,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6861,p,f,y,n,f,y,f,c,n,b,t,s,k,p,w,w,o,e,w,v,d
6862,p,f,y,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,p
6863,p,f,s,n,f,s,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
6864,p,f,s,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,l
6865,p,f,y,e,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,p
6866,p,x,s,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
6867,p,f,y,n,f,f,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6868,p,x,s,n,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
6869,p,x,s,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,l
6870,p,x,s,e,f,y,f,c,n,b,t,s,k,w,w,w,o,e,w,v,l
6871,p,f,y,e,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
6872,p,x,s,n,f,y,f,c,n,b,t,k,s,p,w,w,o,e,w,v,d
6873,p,x,s,e,f,s,f,c,n,b,t,s,s,w,p,w,o,e,w,v,p
6874,p,f,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,l
6875,p,x,s,n,f,y,f,c,n,b,t,k,k,p,w,w,o,e,w,v,l
6876,p,f,y,e,f,y,f,c,n,b,t,k,s,w,p,w,o,e,w,v,d
6877,p,x,s,n,f,f,f,c,n,b,t,k,k,w,p,w,o,e,w,v,d
6878,p,f,y,e,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
6879,p,f,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6880,p,f,y,n,f,f,f,c,n,b,t,k,k,p,p,w,o,e,w,v,l
6881,p,f,y,n,f,y,f,c,n,b,t,s,s,w,w,w,o,e,w,v,d
6882,p,x,y,e,f,f,f,c,n,b,t,k,k,p,w,w,o,e,w,v,d
6883,e,k,f,g,f,n,f,w,b,w,e,k,k,w,w,w,t,p,w,n,g
6884,p,x,s,e,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
6885,p,k,y,n,f,y,f,c,n,b,t,s,k,p,p,w,o,e,w,v,d
6886,p,k,y,n,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,d
6887,p,x,y,e,f,s,f,c,n,b,t,s,s,p,p,w,o,e,w,v,p
6888,p,f,s,e,f,f,f,c,n,b,t,k,s,w,p,w,o,e,w,v,l
6889,p,f,s,n,f,s,f,c,n,b,t,k,s,p,p,w,o,e,w,v,l
6890,p,f,s,e,f,s,f,c,n,b,t,s,k,w,w,w,o,e,w,v,p
6891,p,x,s,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
6892,p,f,s,n,f,s,f,c,n,b,t,s,s,p,w,w,o,e,w,v,d
6893,p,f,y,e,f,s,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
6894,p,x,s,n,f,s,f,c,n,b,t,s,k,p,w,w,o,e,w,v,l
6895,p,x,y,e,f,f,f,c,n,b,t,s,k,p,p,w,o,e,w,v,p
6896,p,f,s,e,f,y,f,c,n,b,t,k,s,p,p,w,o,e,w,v,p
6897,p,x,s,n,f,y,f,c,n,b,t,k,k,p,p,w,o,e,w,v,d
6898,p,f,s,n,f,f,f,c,n,b,t,k,s,p,w,w,o,e,w,v,p
6899,e,x,s,n,f,n,a,c,b,n,e,s,s,o,o,o,o,p,y,v,l
6900,p,k,s,n,f,y,f,c,n,b,t,k,k,w,p,w,o,e,w,v,p
6901,p,f,s,n,f,y,f,c,n,b,t,s,s,p,w,w,o,e,w,v,l
6902,p,k,y,e,f,f,f,c,n,b,t,k,s,w,w,w,o,e,w,v,p
